date,home_team,away_team,home_gf,away_gf,home_xg_pct,home_cf_pct,away_xg_pct,away_cf_pct,home_goals_for,home_goals_against,away_goals_for,away_goals_against,season
2026-01-25,PIT,NYR,6,5,0.49,0.5,0.48,0.5,242.0,287.0,255.0,255.0,20252026
2026-01-25,FLA,WPG,1,2,0.55,0.56,0.53,0.5,246.0,223.0,275.0,190.0,20252026
2026-01-25,CGY,SJS,3,2,0.49,0.51,0.43,0.46,220.0,236.0,208.0,310.0,20252026
2026-01-25,WSH,CAR,4,3,0.52,0.5,0.55,0.59,286.0,229.0,266.0,230.0,20252026
2026-01-25,BUF,MTL,2,4,0.48,0.5,0.46,0.47,265.0,287.0,243.0,261.0,20252026
2026-01-25,OTT,NJD,4,1,0.5,0.51,0.53,0.52,242.0,232.0,240.0,220.0,20252026
2026-01-25,NYI,NSH,3,4,0.48,0.5,0.51,0.52,222.0,257.0,212.0,274.0,20252026
2026-01-25,STL,CBJ,3,5,0.49,0.49,0.48,0.49,250.0,231.0,267.0,267.0,20252026
2026-01-25,VAN,TOR,2,3,0.49,0.49,0.49,0.47,233.0,251.0,267.0,229.0,20252026
2026-01-25,UTA,DAL,2,3,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-25,EDM,MIN,3,7,0.55,0.54,0.5,0.48,259.0,235.0,225.0,236.0,20252026
2026-01-25,VGK,SEA,2,3,0.54,0.51,0.47,0.48,274.0,214.0,245.0,262.0,20252026
2026-01-26,CAR,LAK,3,2,0.55,0.59,0.54,0.53,266.0,230.0,249.0,203.0,20252026
2026-01-26,TBL,BOS,6,5,0.53,0.51,0.48,0.48,292.0,216.0,222.0,271.0,20252026
2026-01-26,ANA,VGK,4,3,0.45,0.46,0.54,0.51,217.0,261.0,274.0,214.0,20252026
2026-01-27,FLA,BUF,3,5,0.55,0.56,0.48,0.5,246.0,223.0,265.0,287.0,20252026
2026-01-27,PIT,OTT,2,3,0.49,0.5,0.5,0.51,242.0,287.0,242.0,232.0,20252026
2026-01-27,WSH,NYI,4,1,0.52,0.5,0.48,0.5,286.0,229.0,222.0,257.0,20252026
2026-01-27,MIN,MTL,4,3,0.5,0.48,0.46,0.47,225.0,236.0,243.0,261.0,20252026
2026-01-27,NSH,STL,6,5,0.51,0.52,0.49,0.49,212.0,274.0,250.0,231.0,20252026
2026-01-27,CHI,SJS,6,3,0.43,0.44,0.43,0.46,224.0,292.0,208.0,310.0,20252026
2026-01-27,DAL,WPG,4,3,0.52,0.5,0.53,0.5,275.0,222.0,275.0,190.0,20252026
2026-01-27,COL,DET,0,2,0.53,0.54,0.49,0.48,273.0,231.0,235.0,259.0,20252026
2026-01-27,UTA,VAN,6,2,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-27,CGY,TOR,2,4,0.49,0.51,0.49,0.47,220.0,236.0,267.0,229.0,20252026
2026-01-28,NJD,CBJ,0,3,0.53,0.52,0.48,0.49,240.0,220.0,267.0,267.0,20252026
2026-01-28,PHI,WSH,4,2,0.51,0.48,0.52,0.5,232.0,283.0,286.0,229.0,20252026
2026-01-28,CAR,OTT,4,3,0.55,0.59,0.5,0.51,266.0,230.0,242.0,232.0,20252026
2026-01-28,TBL,BUF,4,3,0.53,0.51,0.48,0.5,292.0,216.0,265.0,287.0,20252026
2026-01-28,NYI,PIT,5,4,0.48,0.5,0.49,0.5,222.0,257.0,242.0,287.0,20252026
2026-01-28,EDM,TOR,2,5,0.55,0.54,0.49,0.47,259.0,235.0,267.0,229.0,20252026
2026-01-28,ANA,SEA,4,2,0.45,0.46,0.47,0.48,217.0,261.0,245.0,262.0,20252026
2026-01-29,FLA,BOS,5,4,0.55,0.56,0.48,0.48,246.0,223.0,222.0,271.0,20252026
2026-01-29,CBJ,CHI,4,0,0.48,0.49,0.43,0.44,267.0,267.0,224.0,292.0,20252026
2026-01-29,WPG,MTL,1,5,0.53,0.5,0.46,0.47,275.0,190.0,243.0,261.0,20252026
2026-01-29,NSH,MIN,5,6,0.51,0.52,0.5,0.48,212.0,274.0,225.0,236.0,20252026
2026-01-29,COL,SJS,4,2,0.53,0.54,0.43,0.46,273.0,231.0,208.0,310.0,20252026
2026-01-29,UTA,DET,4,1,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-29,DAL,STL,5,4,0.52,0.5,0.49,0.49,275.0,222.0,250.0,231.0,20252026
2026-01-29,CGY,EDM,4,3,0.49,0.51,0.55,0.54,220.0,236.0,259.0,235.0,20252026
2026-01-29,VGK,VAN,5,2,0.54,0.51,0.49,0.49,274.0,214.0,233.0,251.0,20252026
2026-01-29,LAK,SEA,2,4,0.54,0.53,0.47,0.48,249.0,203.0,245.0,262.0,20252026
2026-01-30,BUF,PIT,2,5,0.48,0.5,0.49,0.5,265.0,287.0,242.0,287.0,20252026
2026-01-30,NJD,NYI,1,3,0.53,0.52,0.48,0.5,240.0,220.0,222.0,257.0,20252026
2026-01-30,NYR,CAR,0,2,0.48,0.5,0.55,0.59,255.0,255.0,266.0,230.0,20252026
2026-01-30,PHI,OTT,1,2,0.51,0.48,0.5,0.51,232.0,283.0,242.0,232.0,20252026
2026-01-30,WSH,NSH,4,2,0.52,0.5,0.51,0.52,286.0,229.0,212.0,274.0,20252026
2026-01-30,TBL,FLA,6,1,0.53,0.51,0.55,0.56,292.0,216.0,246.0,223.0,20252026
2026-01-30,VGK,LAK,4,1,0.54,0.51,0.54,0.53,274.0,214.0,249.0,203.0,20252026
2026-01-31,PHI,LAK,2,3,0.5,0.52,0.53,0.53,231.0,258.0,254.0,210.0,20252026
2026-01-31,PIT,NYR,6,5,0.53,0.52,0.52,0.51,253.0,248.0,278.0,226.0,20252026
2026-01-31,FLA,WPG,1,2,0.57,0.56,0.5,0.5,265.0,198.0,259.0,198.0,20252026
2026-01-31,CGY,SJS,3,2,0.5,0.51,0.4000000000000001,0.43,253.0,267.0,180.0,326.0,20252026
2026-01-31,WSH,CAR,4,3,0.47,0.47,0.56,0.59,216.0,252.0,277.0,211.0,20252026
2026-01-31,BUF,MTL,2,4,0.48,0.5,0.4499999999999999,0.4499999999999999,244.0,243.0,232.0,281.0,20252026
2026-01-31,OTT,NJD,4,1,0.51,0.51,0.5,0.52,250.0,281.0,264.0,281.0,20252026
2026-01-31,NYI,NSH,3,4,0.48,0.47,0.52,0.52,245.0,258.0,266.0,248.0,20252026
2026-01-31,STL,CBJ,3,5,0.47,0.47,0.4499999999999999,0.48,234.0,248.0,234.0,298.0,20252026
2026-01-31,VAN,TOR,2,3,0.52,0.51,0.52,0.51,279.0,221.0,298.0,261.0,20252026
2026-01-31,UTA,DAL,2,3,0.48,0.48,0.56,0.53,254.0,274.0,294.0,232.0,20252026
2026-01-31,EDM,MIN,3,7,0.57,0.55,0.52,0.5,292.0,236.0,248.0,260.0,20252026
2026-01-31,VGK,SEA,2,3,0.5,0.49,0.51,0.51,263.0,243.0,214.0,232.0,20252026
2026-02-01,CAR,LAK,3,2,0.56,0.59,0.53,0.53,277.0,211.0,254.0,210.0,20252026
2026-02-01,TBL,BOS,6,5,0.51,0.51,0.5,0.47,288.0,267.0,263.0,221.0,20252026
2026-02-01,ANA,VGK,4,3,0.44,0.4499999999999999,0.5,0.49,203.0,293.0,263.0,243.0,20252026
2026-02-02,FLA,BUF,3,5,0.57,0.56,0.48,0.5,265.0,198.0,244.0,243.0,20252026
2026-02-02,PIT,OTT,2,3,0.53,0.52,0.51,0.51,253.0,248.0,250.0,281.0,20252026
2026-02-02,WSH,NYI,4,1,0.47,0.47,0.48,0.47,216.0,252.0,245.0,258.0,20252026
2026-02-02,MIN,MTL,4,3,0.52,0.5,0.4499999999999999,0.4499999999999999,248.0,260.0,232.0,281.0,20252026
2026-02-02,NSH,STL,6,5,0.52,0.52,0.47,0.47,266.0,248.0,234.0,248.0,20252026
2026-02-02,CHI,SJS,6,3,0.43,0.4499999999999999,0.4000000000000001,0.43,178.0,289.0,180.0,326.0,20252026
2026-02-02,DAL,WPG,4,3,0.56,0.53,0.5,0.5,294.0,232.0,259.0,198.0,20252026
2026-02-02,UTA,VAN,6,2,0.48,0.48,0.52,0.51,254.0,274.0,279.0,221.0,20252026
2026-02-02,CGY,TOR,2,4,0.5,0.51,0.52,0.51,253.0,267.0,298.0,261.0,20252026
2026-02-03,PHI,WSH,4,2,0.5,0.52,0.47,0.47,231.0,258.0,216.0,252.0,20252026
2026-02-03,CAR,OTT,4,3,0.56,0.59,0.51,0.51,277.0,211.0,250.0,281.0,20252026
2026-02-03,TBL,BUF,4,3,0.51,0.51,0.48,0.5,288.0,267.0,244.0,243.0,20252026
2026-02-03,NYI,PIT,5,4,0.48,0.47,0.53,0.52,245.0,258.0,253.0,248.0,20252026
2026-02-03,EDM,TOR,2,5,0.57,0.55,0.52,0.51,292.0,236.0,298.0,261.0,20252026
2026-02-03,ANA,SEA,4,2,0.44,0.4499999999999999,0.51,0.51,203.0,293.0,214.0,232.0,20252026
2026-02-04,FLA,BOS,5,4,0.57,0.56,0.5,0.47,265.0,198.0,263.0,221.0,20252026
2026-02-04,WPG,MTL,1,5,0.5,0.5,0.4499999999999999,0.4499999999999999,259.0,198.0,232.0,281.0,20252026
2026-02-04,NSH,MIN,5,6,0.52,0.52,0.52,0.5,266.0,248.0,248.0,260.0,20252026
2026-02-04,COL,SJS,4,2,0.52,0.53,0.4000000000000001,0.43,302.0,252.0,180.0,326.0,20252026
2026-02-04,UTA,DET,4,1,0.48,0.48,0.47,0.47,254.0,274.0,275.0,273.0,20252026
2026-02-04,DAL,STL,5,4,0.56,0.53,0.47,0.47,294.0,232.0,234.0,248.0,20252026
2026-02-04,CGY,EDM,4,3,0.5,0.51,0.57,0.55,253.0,267.0,292.0,236.0,20252026
2026-02-04,VGK,VAN,5,2,0.5,0.49,0.52,0.51,263.0,243.0,279.0,221.0,20252026
2026-02-04,LAK,SEA,2,4,0.53,0.53,0.51,0.51,254.0,210.0,214.0,232.0,20252026
2026-02-05,BUF,PIT,2,5,0.48,0.5,0.53,0.52,244.0,243.0,253.0,248.0,20252026
2026-02-05,NJD,NYI,1,3,0.5,0.52,0.48,0.47,264.0,281.0,245.0,258.0,20252026
2026-02-05,PHI,OTT,1,2,0.5,0.52,0.51,0.51,231.0,258.0,250.0,281.0,20252026
2026-02-05,WSH,NSH,4,2,0.47,0.47,0.52,0.52,216.0,252.0,266.0,248.0,20252026
2026-02-05,TBL,FLA,6,1,0.51,0.51,0.57,0.56,288.0,267.0,265.0,198.0,20252026
2026-02-05,VGK,LAK,4,1,0.5,0.49,0.53,0.53,263.0,243.0,254.0,210.0,20252026
2026-02-25,NJD,BUF,1,2,0.5,0.52,0.48,0.5,264.0,281.0,244.0,243.0,20252026
2026-02-25,WSH,PHI,3,1,0.47,0.47,0.5,0.52,216.0,252.0,231.0,258.0,20252026
2026-02-25,TBL,TOR,4,2,0.51,0.51,0.52,0.51,288.0,267.0,298.0,261.0,20252026
2026-02-25,DAL,SEA,4,1,0.56,0.53,0.51,0.51,294.0,232.0,214.0,232.0,20252026
2026-02-25,UTA,COL,2,4,0.48,0.48,0.52,0.53,254.0,274.0,302.0,252.0,20252026
2026-02-25,VAN,WPG,2,3,0.52,0.51,0.5,0.5,279.0,221.0,259.0,198.0,20252026
2026-02-25,LAK,VGK,4,6,0.53,0.53,0.5,0.49,254.0,210.0,263.0,243.0,20252026
2026-02-25,ANA,EDM,6,5,0.44,0.4499999999999999,0.57,0.55,203.0,293.0,292.0,236.0,20252026
